Gender,Customer_ID,Category,Product_Description,Date,Colour,Size,Quantity_Sold,Sub_Total,Shipping_Fee,Total_Amount,Bill_To_City,Type_Of_Sale
Female,976a0e6392349853387a588194207f3d,Bottoms,90 Degree Long Pants #09,45055,Black,3XL,1,1600,320,1920,Nairobi,Online
Female,855c477b54aafdefc8babc72a7e2749b,Joggers,Nike Therma Men Joggers #09,44789,Black,3XL,1,3000,280,3280,Nairobi,Online
Female,855c477b54aafdefc8babc72a7e2749b,Joggers,Nike Therma Men Joggers #09,44789,Light Blue,3XL,1,3000,280,3280,Nairobi,Online
Female,855c477b54aafdefc8babc72a7e2749b,Joggers,Nike Therma Men Joggers #09,44789,Dark Blue,3XL,1,3000,280,3280,Nairobi,Online
Male,ac39b72e72d4ca3fc634d9c5d6c4ea20,Hoodies,Nike Jacket 2 Layer #07,44427,Camo L/Gray,XL,1,2000,0,2000,Nakuru,Walk In
Female,dd8cb4cf07133e9b6bfcec1d81f48a28,Vests,Nike Women Vest #09,44690,White,XL,1,1600,0,1600,Nakuru,Walk In
Male,f65204ba51806174d0e35fd11b353d8a,Sneakers,FILA Mindblower,45394,Marshmallow,EU 43,1,7000,0,7000,Nakuru,Walk In
Male,f65204ba51806174d0e35fd11b353d8a,Shorts,Nike Men Challenger Shorts #25,45394,Green,L,1,2000,0,2000,Nakuru,Walk In
Male,f65204ba51806174d0e35fd11b353d8a,Shorts,Nike Men Challenger Shorts #25,45394,White,M,1,2000,0,2000,Nakuru,Walk In
Male,3d3a8c70b1dd758d4ba81a08a33cd5b3,T Shirts,Nike Dri-fit Tshirts #06 T3,44487,Light Gray,2XL,1,1600,280,1880,Nairobi,Online
Male,3d3a8c70b1dd758d4ba81a08a33cd5b3,Joggers,Nike Therma Men Joggers #09,44690,Dark Blue,XL,1,3000,350,3350,Nairobi,Online
Male,3d3a8c70b1dd758d4ba81a08a33cd5b3,Shorts,Nike Men Running Shorts #15,44886,Gray,XL,1,1900,320,2220,Nairobi,Online
Male,3d3a8c70b1dd758d4ba81a08a33cd5b3,Shorts,Nike Men Running Shorts #15,44880,Gray,XL,-1,1900,320,2220,Nairobi,Online
Male,3d3a8c70b1dd758d4ba81a08a33cd5b3,T Shirts,Puma Vent Men Tshirts #11,44880,Gray,XL,1,1700,320,2020,Nairobi,Online
Male,3d3a8c70b1dd758d4ba81a08a33cd5b3,Shorts,Nike Men Running Shorts #15,44880,Gray,L,1,1900,320,2220,Nairobi,Online
Male,3d3a8c70b1dd758d4ba81a08a33cd5b3,Shorts,Nike Men Running Shorts #15,44880,Gray,XL,1,1900,320,2220,Nairobi,Online
Male,3d3a8c70b1dd758d4ba81a08a33cd5b3,Shorts,Puma Men Flare Shorts #11,44880,Black,XL,1,1700,320,2020,Nairobi,Online
Male,3d3a8c70b1dd758d4ba81a08a33cd5b3,Hoodies,Nike Cotton Hoodie #09,44862,Brown,3XL,1,2500,280,2780,Nairobi,Online
Male,1766b7777bb9cb08196f430163eeea40,T Shirts,Adidas Tshirts Climacool #08,44400,Camo Black,L,1,1600,350,1950,Mombasa,Online
Male,1766b7777bb9cb08196f430163eeea40,T Shirts,Adidas Tshirts Climacool #08,44400,Camo L/Gray,L,1,1600,350,1950,Mombasa,Online
Male,1766b7777bb9cb08196f430163eeea40,T Shirts,Adidas Tshirts Climacool #08,44400,Pixel Green,L,1,1600,350,1950,Mombasa,Online
Male,1766b7777bb9cb08196f430163eeea40,T Shirts,Adidas Tshirts Climacool #08,44400,Pixel Gray,L,1,1600,350,1950,Mombasa,Online
Male,1766b7777bb9cb08196f430163eeea40,Sneakers,Diadora Eagle 2 SL,45276,Black,EU 44,1,7500,400,7900,Mombasa,Online
Male,1766b7777bb9cb08196f430163eeea40,Shorts,Nike Men Safari Shorts #23,45282,Green,2XL,1,2000,400,2400,Mombasa,Online
Male,1766b7777bb9cb08196f430163eeea40,Shorts,Nike Men Safari Shorts #23,45282,Gray,XL,1,2000,400,2400,Mombasa,Online
Male,1766b7777bb9cb08196f430163eeea40,T Shirts,Nike Therma Fit Men Tshirts #22,45282,Black,XL,1,2000,400,2400,Mombasa,Online
Male,3d3a8c70b1dd758d4ba81a08a33cd5b3,T Shirts,Nike Dri-fit Tshirts #06 T3,44400,Light Gray,XL,1,1600,280,1880,Nairobi,Online
Male,459d865344d1c2e196a8f8cc9b9e72d4,T Shirts,Nike Dri-fit Tshirts #06 T2,44284,Dark Blue,2XL,1,1600,0,1600,Nairobi,Online
Male,459d865344d1c2e196a8f8cc9b9e72d4,T Shirts,Nike Dri-fit Tshirts #06 T2,44284,White,2XL,1,1600,0,1600,Nairobi,Online
Male,51b312ab704743ca7a24b3947be2266a,Shorts,Nike Dri-fit Shorts #05,44239,Black L/Blue,XL,1,1600,0,1600,Nairobi,Online
Female,e5d67dca42397932429bc216e8cd5c0f,Shorts,Nike Dri-fit Shorts Stripe,44076,Black-Blue,M,1,1600,0,1600,Nairobi,Online
Female,e5d67dca42397932429bc216e8cd5c0f,Joggers,Nike Shield Joggers #07,44321,Black,M,-1,2200,0,2200,Kisumu,Online
Female,e5d67dca42397932429bc216e8cd5c0f,Bottoms,Nike Dri-Fit Gym Bra (W) #07,44307,White,XL,1,1500,0,1500,Kisumu,Online
Female,e5d67dca42397932429bc216e8cd5c0f,Jackets,Nike (W) Jacket 1Layer #07,44307,Black,2XL,1,2300,0,2300,Kisumu,Online
Female,e5d67dca42397932429bc216e8cd5c0f,Joggers,Nike Shield Joggers #07,44316,Black,M,1,2200,0,2200,Kisumu,Online
Female,e5d67dca42397932429bc216e8cd5c0f,Joggers,Nike Shield Joggers #07,44320,Black,L,1,2200,0,2200,Kisumu,Online
Female,e5d67dca42397932429bc216e8cd5c0f,Joggers,Nike Shield Joggers #07,44320,Black,L,-1,2200,0,2200,Kisumu,Online
Female,e5d67dca42397932429bc216e8cd5c0f,Joggers,Nike Shield Joggers #07,44320,Black,XL,1,2200,0,2200,Kisumu,Online
Female,e5d67dca42397932429bc216e8cd5c0f,T Shirts,Nike Mesh Men Tshirts #09,44548,Black,XL,1,1600,280,1880,Kisumu,Online
Female,e5d67dca42397932429bc216e8cd5c0f,Jackets,Nike (W) Jacket 1Layer #07,44438,Black,3XL,1,2300,320,2620,Kisumu,Online
Male,3b171bf51cc88b1a89f0c01a958945cf,T Shirts,Marvel,44043,White,XL,1,550,0,550,Kisumu,Online
Male,808cb9ae9eb05c24625f3011f28e5db3,Shorts,Nike PRO Shorts Big Size,44144,White,4XL,1,1600,0,1600,Nairobi,Online
Male,808cb9ae9eb05c24625f3011f28e5db3,T Shirts,Nike Dri-fit Tshirts #03,44144,Green,XXL,1,1600,0,1600,Nairobi,Online
Male,f2b366f52985c60646f4126b0faf7e95,T Shirts,Baykar Long Sleeved #10,45036,Black,M,1,1000,0,1000,Nakuru,Walk In
Male,f2b366f52985c60646f4126b0faf7e95,T Shirts,Baykar Long Sleeved #10,45036,White,M,1,1000,0,1000,Nakuru,Walk In
Male,da0d621127078415b91cd39cd8ea804e,Vests,Nike Sleeveless Tshirt Vest #14,44852,Red,M,1,1900,280,2180,Nairobi,Online
Male,da0d621127078415b91cd39cd8ea804e,Joggers,Nike Therma Men Joggers #09,44852,Light Blue,XL,1,3000,280,3280,Nairobi,Online
Male,0094620e1ebdd335e17cf53bbc69692b,Jackets,Puma Iconic T7 Jacket #18,45061,Dark Gray,2XL,1,3200,320,3520,Nairobi,Online
Male,0094620e1ebdd335e17cf53bbc69692b,T Shirts,Nike Dri-fit Tshirts #05,44218,White,2XL,1,1600,0,1600,Nairobi,Online
Male,0094620e1ebdd335e17cf53bbc69692b,T Shirts,Nike Dri-fit Tshirts #05,44218,Blue,2XL,1,1600,0,1600,Nairobi,Online
Male,0094620e1ebdd335e17cf53bbc69692b,T Shirts,Nike Dri-fit Tshirts #05,44218,Red,2XL,1,1600,0,1600,Nairobi,Online
Male,0094620e1ebdd335e17cf53bbc69692b,Jackets,Puma Iconic T7 Jacket #18,45114,Black Camo Orang,2XL,1,3200,320,3520,Nairobi,Online
Male,0094620e1ebdd335e17cf53bbc69692b,Jackets,Adidas Jacket,44176,Yellow,XL,1,1700,0,1700,Nairobi,Online
Male,0094620e1ebdd335e17cf53bbc69692b,Joggers,Adidas Joggers,44176,Yellow,L,1,1800,0,1800,Nairobi,Online
Male,0094620e1ebdd335e17cf53bbc69692b,T Shirts,Nike Dri-fit Tshirts #03,44176,Brown,XL,1,1600,0,1600,Nairobi,Online
Male,0094620e1ebdd335e17cf53bbc69692b,T Shirts,Adidas Tshirts Climacool #08,44478,Camo D/Gray,XL,1,1600,280,1880,Nairobi,Online
Male,0094620e1ebdd335e17cf53bbc69692b,T Shirts,Nike Dri-fit Tshirts #06 T1,44478,Dark Blue,XL,1,1600,280,1880,Nairobi,Online
Male,0094620e1ebdd335e17cf53bbc69692b,Jackets,Puma Iconic T7 Jacket #18,45126,Black Camo Orang,2XL,1,3200,320,3520,Nairobi,Online
Male,0094620e1ebdd335e17cf53bbc69692b,Jackets,Puma Iconic T7 Jacket #18,45059,Green,2XL,1,3200,320,3520,Nairobi,Online
Male,a78e473ded6873688b91ad5436129a32,Shorts,Nike Men Cool Shorts #18,45153,Black,L,1,1900,320,2220,Nairobi,Online
Female,fe14aaed4a0457f4fc7bbba1d3b0d70e,Shorts,Nike Swoosh Men Shorts #17,44973,Black,3XL,1,1900,320,2220,Nairobi,Online
Female,fe14aaed4a0457f4fc7bbba1d3b0d70e,Shorts,Nike Swoosh Men Shorts #17,44973,Dark Gray,3XL,1,1900,320,2220,Nairobi,Online
Male,025e6be16ca429dbc08b4bda7320656f,Joggers,Nike Therma Men Joggers #09,45145,Light Blue,6XL,1,2500,0,2500,Nakuru,Walk In
Male,025e6be16ca429dbc08b4bda7320656f,Socks,Simge Long Socks #13,45101,Black,40-44,1,300,0,300,Nakuru,Walk In
Male,fca5c1c03e136d65bad15b4691c78639,Sneakers,Diadora Eagle 2 SL,45259,Black,EU 44,1,7400,0,7400,Thika,Online
Male,fca5c1c03e136d65bad15b4691c78639,Sneakers,Diadora Eagle 3,45259,Black Silver,EU 45,1,7400,0,7400,Thika,Online
Male,fca5c1c03e136d65bad15b4691c78639,T Shirts,Nike Therma Fit Men Tshirts #22,45259,Blue,2XL,1,2000,0,2000,Thika,Online
Male,7f23710e91a65722773835264c9c9eb7,T Shirts,Nike Dri-fit Polo Tshirts #05,44227,Red,XL,1,1700,0,1700,Voi,Online
Male,610aa2b9532d3b577fe8cefc460455f2,Joggers,Nike Therma Men Joggers #09,44862,Dark Blue,4XL,1,3000,480,3480,Kajiado,Online
Male,30cc4c37b95567c272f2553902bfb94a,Socks,Simge,44335,Ankle,40/44,2,200,0,200,Kajiado,Online
Male,30cc4c37b95567c272f2553902bfb94a,Socks,Simge,43956,Ankle,40/44,1,200,0,200,Kajiado,Online
Male,bf23b5c4e9792aba5645b8c1007a6a7e,Shorts,Nike Men Cool Shorts #18,45063,Dark Blue,3XL,1,1900,320,2220,Nairobi,Online
Male,bf23b5c4e9792aba5645b8c1007a6a7e,Shorts,Nike Swoosh Men Shorts #17,45014,Dark Gray,3XL,1,1900,0,1900,Nairobi,Online
Male,bf23b5c4e9792aba5645b8c1007a6a7e,Shorts,Nike Academy Men Shorts #20,45185,Green,2XL,1,2000,320,2320,Nairobi,Online
Male,bf23b5c4e9792aba5645b8c1007a6a7e,T Shirts,Nike Men Essential Tshirts #20,45185,Blue,2XL,1,2000,320,2320,Nairobi,Online
Male,12c12a65294f4e94b36bd3fbbb2b6f81,T Shirts,Nike Dri-fit Tshirts,44068,Dark Blue,L,1,1600,0,1600,Nairobi,Online
Male,12c12a65294f4e94b36bd3fbbb2b6f81,Shorts,Nike Dri-fit Shorts Stripe,44068,Black-White,XL,1,1600,0,1600,Nairobi,Online
Female,36cdeb8a1a6a037040bef852d4e3266a,Caps,Nike Heritage 86 Cap #19,45267,Gray,O.S,1,2100,400,2500,Nyeri,Online
Female,36cdeb8a1a6a037040bef852d4e3266a,Caps,Nike Heritage 86 Cap #19,45268,Gray,O.S,-1,2100,-400,1700,Nyeri,Online
Female,36cdeb8a1a6a037040bef852d4e3266a,Caps,Nike Heritage 86 Cap #19,45245,Black,O.S,1,2100,0,2100,Nyeri,Online
Female,36cdeb8a1a6a037040bef852d4e3266a,Caps,Nike Heritage 86 Cap #19,45276,Gray,O.S,1,2100,400,2500,Nyeri,Online
Female,d76d5b221d0aba1b5e2a18dd919ccd63,Girl Tops,Nike Bras #09,44700,Nude,L,1,1500,300,1800,Limuru,Online
Male,faac0f0713aed67f9f78ccd140c3bf16,Shorts,Nike Academy Men Shorts #20,45196,Black,M,2,2000,320,2320,Nairobi,Online
Male,faac0f0713aed67f9f78ccd140c3bf16,Shorts,Nike Academy Men Shorts #20,45196,Blue,M,1,2000,320,2320,Nairobi,Online
Male,ccb04c1d020258e2d80799aac04afeea,Shorts,Nike Men PRINT Shorts #27,45398,Dark Gray,XL,1,2500,330,2830,Nairobi,Online
Male,ccb04c1d020258e2d80799aac04afeea,Shorts,Nike Men Challenger Shorts #25,45398,Black,XL,1,2100,330,2430,Nairobi,Online
Male,ccb04c1d020258e2d80799aac04afeea,Shorts,Nike Men Challenger Shorts #25,45398,White,XL,1,2100,330,2430,Nairobi,Online
Male,ccb04c1d020258e2d80799aac04afeea,Shorts,Nike Men PRINT Shorts #27,45398,Dark Gray,XL,-1,2500,330,2830,Nairobi,Online
Male,ccb04c1d020258e2d80799aac04afeea,Shorts,Nike Men PRINT Shorts #27,45398,Green,XL,1,2500,330,2830,Nairobi,Online
Male,ccb04c1d020258e2d80799aac04afeea,Shorts,Nike Men PRINT Shorts #27,45398,Blue,XL,1,2500,330,2830,Nairobi,Online
Male,6f8645c5626a4d1af4e15c8850ed454c,Shorts,Adidas NEO Shorts #08,44438,Blue White,4XL,1,1600,280,1880,Nairobi,Online
Female,958e604729a5a6926d01f2035a48797e,Bottoms,Nike Dri-Fit Long Pants (W) #07,44312,Black,2XL,1,1600,0,1600,Nairobi,Online
Female,958e604729a5a6926d01f2035a48797e,Bottoms,Nike Dri-Fit Long Pants (W) #07,44312,Green,2XL,1,1600,0,1600,Nairobi,Online
Male,474030a6c65a73e9177e79a5a21657e0,T Shirts,Gap,43990,Black,S,1,550,0,550,Nairobi,Online
Male,474030a6c65a73e9177e79a5a21657e0,T Shirts,Gap,43990,Green,M,2,550,0,550,Nairobi,Online
Male,474030a6c65a73e9177e79a5a21657e0,T Shirts,Gap,43990,Blue,M,1,550,0,550,Nairobi,Online
Male,0cf264e4bdefb0ef3f02396736ee4b09,Girl Tops,Nike Bras #09,45028,White - Black,L,1,1500,320,1820,Nairobi,Online
Male,fc974f711b72379f8a9c0626a38ad897,Shorts,Nike Swoosh Men Shorts #17,44960,White,L,1,1900,350,2250,Nairobi,Online
Male,fc974f711b72379f8a9c0626a38ad897,Shorts,Nike Swoosh Men Shorts #17,44960,Dark Blue,L,1,1900,350,2250,Nairobi,Online
Male,fc974f711b72379f8a9c0626a38ad897,Shorts,Nike Swoosh Men Shorts #17,44960,Dark Gray,L,1,1900,350,2250,Nairobi,Online
Male,fc974f711b72379f8a9c0626a38ad897,Vests,Nike Sleeveless Tshirt Vest #16,44960,Red,XL,1,1900,350,2250,Nairobi,Online
Male,fc974f711b72379f8a9c0626a38ad897,Vests,Nike Sleeveless Tshirt Vest #16,44960,Black,XL,1,1900,350,2250,Nairobi,Online
Male,fc974f711b72379f8a9c0626a38ad897,Vests,Nike Sleeveless Tshirt Vest #16,44960,Lagoon,XL,1,1900,350,2250,Nairobi,Online
Male,cb6f85403013466917d1f150a0890ce7,Shorts,Nike Men Cool Shorts #18,45040,Light Gray,L,1,1900,350,2250,Kikuyu,Online
Male,cb6f85403013466917d1f150a0890ce7,Shorts,Nike Men Cool Shorts #18,45040,Dark Blue,L,1,1900,350,2250,Kikuyu,Online
Male,cb6f85403013466917d1f150a0890ce7,Vests,Baykar Vests #10,45034,Black,L,1,900,350,1250,Kikuyu,Online
Female,e9df2d05f43b6a571a7decc4cdef9da9,Sneakers,Diadora Eagle 3 Jr V,45301,Blue,EU 36,1,7400,350,7750,Kisumu,Online
Female,e9df2d05f43b6a571a7decc4cdef9da9,Bottoms,Nike Dri-Fit Long pants Women,44063,Black,M,1,1600,0,1600,Kisumu,Online
Male,b7d4836380cf7aa280efc8d6cc7959a5,T Shirts,Nike Dri-fit Tshirts #06 T2,44286,Dark Blue,2XL,1,1600,0,1600,Nairobi,Online
Male,b7d4836380cf7aa280efc8d6cc7959a5,T Shirts,Nike Dri-fit Tshirts #06 T1,44286,Black,2XL,1,1600,0,1600,Nairobi,Online
Male,b7d4836380cf7aa280efc8d6cc7959a5,T Shirts,Nike Dri-fit Tshirts #06 T1,44286,White,2XL,1,1600,0,1600,Nairobi,Online
Male,7f84856f54d499d0b9a3c25eebb6931d,Bottoms,Nike Dri-Fit Long pants TheGrid,44058,Black,XL,1,1600,0,1600,Nakuru,Walk In
Male,7f84856f54d499d0b9a3c25eebb6931d,Bottoms,Nike Dri-Fit Long pants Women,44058,White,XL,1,1600,0,1600,Nakuru,Walk In
Female,86646423364ce785a91261f9e78bbc09,T Shirts,Nike Dri-fit Men Tshirts #07,44317,Black,2XL,1,1600,0,1600,Nakuru,Walk In
Female,86646423364ce785a91261f9e78bbc09,T Shirts,Nike Dri-fit Men Tshirts #07,44317,White,2XL,1,1600,0,1600,Nakuru,Walk In
Female,cd0b5b328073c13dd3c1f30258c27beb,Shorts,Nike Dri-fit Shorts #08 Cut,44483,Light Gray,XL,1,1550,320,1870,Nairobi,Online
Female,cd0b5b328073c13dd3c1f30258c27beb,Shorts,Adidas NEO Shorts #08,44483,Black and Blue,XL,1,1550,320,1870,Nairobi,Online
Female,cd0b5b328073c13dd3c1f30258c27beb,Shorts,Adidas NEO Shorts #08,44483,Black Red,XL,1,1550,320,1870,Nairobi,Online
Female,cd0b5b328073c13dd3c1f30258c27beb,T Shirts,Nike Dri-fit Tshirts #06 T1,44480,Gray,XL,2,1550,280,1830,Nairobi,Online
Female,cd0b5b328073c13dd3c1f30258c27beb,T Shirts,Nike Men Tshirts Long #07 T1,44480,Dark-Gray,XL,1,1750,280,2030,Nairobi,Online
Female,cd0b5b328073c13dd3c1f30258c27beb,T Shirts,Nike Men Tshirts Long #07 T2,44480,Dark-Blue,XL,1,1750,280,2030,Nairobi,Online
Female,cd0b5b328073c13dd3c1f30258c27beb,Vests,Under Armour Men Vest #09,44548,Black,XL,1,1650,320,1970,Nairobi,Online
Female,cd0b5b328073c13dd3c1f30258c27beb,Vests,Under Armour Men Vest #09,44548,Blue,XL,1,1650,320,1970,Nairobi,Online
Female,cd0b5b328073c13dd3c1f30258c27beb,Shorts,Nike Men Beach Shorts #09,44548,Lagoon Palm,XL,1,1550,320,1870,Nairobi,Online
Female,cd0b5b328073c13dd3c1f30258c27beb,Shorts,Nike Men Beach Shorts #09,44548,Camo Red,XL,1,1550,320,1870,Nairobi,Online
Female,3b55ddadb107f0c66f41062ab0c63136,Bottoms,Nike Dri-Fit Long Pants (W) #07,44339,Black,M,1,1600,280,1880,Nairobi,Online
Female,3b55ddadb107f0c66f41062ab0c63136,Bottoms,Nike Jogger Pants (W) #07,44346,Dark Blue,XL,1,2200,280,2480,Nairobi,Online
Female,9171e45ac49c49f8a1229cf2a083574d,Girl Tops,Nike Dri-fit Crop Tops,44049,Red,S,1,1400,0,1400,Kisumu,Online
Female,9171e45ac49c49f8a1229cf2a083574d,Bottoms,Nike Dri-Fit Long pants Women,44049,Red,L,1,1600,0,1600,Kisumu,Online
Female,9171e45ac49c49f8a1229cf2a083574d,Bottoms,Nike Dri-Fit Long pants TheGrid,44049,Black,L,1,1600,0,1600,Kisumu,Online
Female,9171e45ac49c49f8a1229cf2a083574d,Girl Tops,Nike Dri-fit Tshirt Women,44049,Black,L,1,1600,0,1600,Kisumu,Online
Female,9171e45ac49c49f8a1229cf2a083574d,Bottoms,Nike Dri-Fit Long Pants (W) #05,44221,Gray,3XL,1,1600,0,1600,Kisumu,Online
Female,9171e45ac49c49f8a1229cf2a083574d,Bottoms,Nike Dri-Fit Long Pants (W) #05,44221,Blue,3XL,1,1600,0,1600,Kisumu,Online
Female,9171e45ac49c49f8a1229cf2a083574d,Shorts,Nike Dri-fit Shorts #05,44216,Black White,4XL,1,1600,0,1600,Kisumu,Online
Female,9171e45ac49c49f8a1229cf2a083574d,T Shirts,Nike Dri-fit Tshirts #05,44216,White,2XL,1,1600,0,1600,Kisumu,Online
Female,9171e45ac49c49f8a1229cf2a083574d,Bottoms,Nike Dri-Fit Long Pants (W) #05,44216,Gray,4XL,1,1600,0,1600,Kisumu,Online
Female,9171e45ac49c49f8a1229cf2a083574d,Bottoms,Nike Dri-Fit Long Pants (W) #05,44216,Blue,4XL,1,1600,0,1600,Kisumu,Online
Female,9171e45ac49c49f8a1229cf2a083574d,Girl Tops,Puma Crop Top,44044,White,L,1,1200,0,1200,Kisumu,Online
Female,9171e45ac49c49f8a1229cf2a083574d,Girl Tops,Puma Crop Top,44044,Black,L,1,1200,0,1200,Kisumu,Online
Female,9171e45ac49c49f8a1229cf2a083574d,Bottoms,Forever 21 Truncate,44044,Black,L,1,1200,0,1200,Kisumu,Online
Female,9171e45ac49c49f8a1229cf2a083574d,Bottoms,Adidas Truncate,44044,Gray,L,1,1600,0,1600,Kisumu,Online
Female,9171e45ac49c49f8a1229cf2a083574d,Bottoms,Nike Dri-Fit Long Pants (W) #05,44223,Gray,4XL,-1,1600,0,1600,Kisumu,Online
Female,9171e45ac49c49f8a1229cf2a083574d,Bottoms,Nike Dri-Fit Long Pants (W) #05,44223,Blue,4XL,-1,1600,0,1600,Kisumu,Online
Male,051fbee54f2f02bf9fddf688fcc2dc9c,T Shirts,Nike Dri-fit Tshirts,44053,Red,XXL,-1,1600,0,1600,Nairobi,Online
Male,051fbee54f2f02bf9fddf688fcc2dc9c,T Shirts,Nike Dri-fit Tshirts,44053,Red,XXL,-1,1600,0,1600,Nairobi,Online
Male,051fbee54f2f02bf9fddf688fcc2dc9c,T Shirts,Nike Dri-fit Tshirts,44053,Red,XL,-1,1600,0,1600,Nairobi,Online
Male,051fbee54f2f02bf9fddf688fcc2dc9c,T Shirts,Nike Dri-fit Tshirts,44053,Red,XXL,1,1600,0,1600,Nairobi,Online
Male,051fbee54f2f02bf9fddf688fcc2dc9c,T Shirts,Nike Dri-fit Tshirts,44053,Light Blue,XXL,1,1600,0,1600,Nairobi,Online
Male,051fbee54f2f02bf9fddf688fcc2dc9c,T Shirts,Nike Dri-fit Tshirts,44053,Black,M,1,1600,0,1600,Nairobi,Online
Male,051fbee54f2f02bf9fddf688fcc2dc9c,Shorts,Nike Dri-fit Shorts Stripe,44053,Black-Black,M,1,1600,0,1600,Nairobi,Online
Male,051fbee54f2f02bf9fddf688fcc2dc9c,T Shirts,Nike Dri-fit Tshirts,44048,Red,XL,1,1600,0,1600,Nairobi,Online
Male,051fbee54f2f02bf9fddf688fcc2dc9c,T Shirts,Nike Dri-fit Tshirts,44048,Black,XL,1,1600,0,1600,Nairobi,Online
Male,051fbee54f2f02bf9fddf688fcc2dc9c,Hoodies,Nike Jacket 2Layer,44048,Blue Dots,XL,1,2500,0,2500,Nairobi,Online
Male,051fbee54f2f02bf9fddf688fcc2dc9c,T Shirts,Nike Dri-fit Tshirts,44048,Black,M,1,1600,0,1600,Nairobi,Online
Female,7214ce8e01a9f222e9dd196470c79e3a,Bottoms,Nike Dri-Fit Gym Bra (W) #07,44310,Blue,L,1,1500,0,1500,Nakuru,Walk In
Female,7214ce8e01a9f222e9dd196470c79e3a,Bottoms,Nike Dri-Fit Long Pants (W) #04,44310,Purple,L,1,1600,0,1600,Nakuru,Walk In
Male,8e17da6abc4ffa66bd947d5392bbfb22,T Shirts,Nike Dri-fit Tshirts #04,44170,Gray,XL,1,1600,0,1600,Mombasa,Online
Male,8e17da6abc4ffa66bd947d5392bbfb22,T Shirts,Nike Dri-fit Tshirts #04,44170,Blue,XL,1,1600,0,1600,Mombasa,Online
Male,8e17da6abc4ffa66bd947d5392bbfb22,T Shirts,Nike Dri-fit Tshirts #04,44170,Gray,XL,-1,1600,0,1600,Mombasa,Online
Male,8e17da6abc4ffa66bd947d5392bbfb22,T Shirts,Nike Dri-fit Tshirts #04,44170,White,XL,1,1600,0,1600,Mombasa,Online
Male,852533674ebdec91851c9ddfdee76ac7,T Shirts,Nike Men Tshirts Long #07 T1,44446,Red,2XL,1,1800,280,2080,Nairobi,Online
Male,9650c0b6a03868e9eb140ce275f08f35,T Shirts,Adidas Tshirts Climacool #08,44446,Pixel Green,XL,1,1600,280,1880,Nairobi,Online
Male,9650c0b6a03868e9eb140ce275f08f35,T Shirts,Nike Dri-fit Men Tshirts #08,44482,Dark Gray,2XL,1,1600,280,1880,Nairobi,Online
Male,f36ecd895ae72b7df6bca137db5a0f50,T Shirts,Nike Dri-fit Men Tshirts #08,44482,Light Gray,2XL,2,1600,280,1880,Nairobi,Online
Male,f36ecd895ae72b7df6bca137db5a0f50,T Shirts,Nike Dri-fit Men Tshirts #08,44449,Light Gray,XL,1,1600,300,1900,Nairobi,Online
Male,f36ecd895ae72b7df6bca137db5a0f50,T Shirts,Nike Dri-fit Men Tshirts #07,44307,Blush,L,1,1600,0,1600,Nairobi,Online
Male,f36ecd895ae72b7df6bca137db5a0f50,T Shirts,Nike Dri-fit Tshirts #06 T1,44307,Gray,L,1,1600,0,1600,Nairobi,Online
Male,f36ecd895ae72b7df6bca137db5a0f50,Joggers,Nike Shield Joggers #07,44307,Gray,L,1,2200,0,2200,Nairobi,Online
Male,f36ecd895ae72b7df6bca137db5a0f50,Shorts,Adidas Shorts,44259,Beige,L,1,1600,0,1600,Nairobi,Online
Male,f36ecd895ae72b7df6bca137db5a0f50,Shorts,Adidas Shorts,44259,Greige,L,1,1600,0,1600,Nairobi,Online
Male,f36ecd895ae72b7df6bca137db5a0f50,T Shirts,Nike Dri-fit Men Tshirts #07,44307,Blush,L,-1,1600,0,1600,Nairobi,Online
Male,7462252138bd3385e3ee9a00a03ba7fa,T Shirts,Nike Dri-fit Tshirts #06 T1,44307,Gray,L,-1,1600,0,1600,Nairobi,Online
Male,7462252138bd3385e3ee9a00a03ba7fa,Joggers,Nike Shield Joggers #07,44307,Gray,L,-1,2200,0,2200,Nairobi,Online
Male,fa7033fa5fac49260c68364cca00f9ed,T Shirts,Adidas Tshirts Climacool #08,44349,Camo Black,XL,1,1600,280,1880,Nairobi,Online
Male,fa7033fa5fac49260c68364cca00f9ed,T Shirts,Adidas Tshirts Climacool #08,44349,Pixel Gray,XL,1,1600,280,1880,Nairobi,Online
Male,fa7033fa5fac49260c68364cca00f9ed,Shorts,Nike Dri-fit Shorts #05,44242,Black Red,L,1,1600,0,1600,Nairobi,Online
Male,fa7033fa5fac49260c68364cca00f9ed,Shorts,Nike Dri-fit Shorts Stripe,44242,Blue,L,1,1600,0,1600,Nairobi,Online
Female,30849ca1cb5549c5dc8923dd4b092866,T Shirts,Nike Dri-fit Tshirts #06 T1,44307,Dark Gray,L,1,1600,0,1600,Nairobi,Online
Male,9e7be077263d422778b15fe40e0bbb09,T Shirts,Nike Dri-fit Tshirts #06 T1,44309,Light Blue,XL,1,1600,0,1600,Nairobi,Online
Female,963e4a0f88d0787d073ca29f59285c37,T Shirts,Nike Dri-fit Men Tshirts #07,44309,Maroon,L,1,1600,0,1600,Nairobi,Online
Male,2a4fda4bac9a193cad18049c084c6b4d,T Shirts,Nike Dri-fit Men Tshirts #07,44307,Blush,L,1,1600,0,1600,Nairobi,Online
Female,8007aadac6942cea4002ab5e65a894b8,Joggers,Nike Shield Joggers #07,44307,Gray,L,1,2200,0,2200,Nairobi,Online
